instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
ETF|GOOGL|NASDAQ|Christmas Island|USD|2024-08-14|2024-08-14 19:16:01|S|491.7658|635.4094|312472.61|385.2214|6249.4522|305631.59|961333111540|Anthony|Thomas|Paraguay|STOP_LOSS|MOBILE|2026-01-19 13:07:54.050151|2026-01-19 13:07:54.050152
STOCK|GOOGL|NYSE|Fiji|JPY|2024-06-21|2024-06-21 06:50:50|S|426.8652|172.8149|73768.67|351.1539|1475.3734|71890.71|461182202441|Timothy|Murphy|Antigua and Barbuda|LIMIT|WEB|2026-01-19 13:07:54.050293|2026-01-19 13:07:54.050294
STOCK|TSLA|NYSE|Lithuania|USD|2023-11-15|2023-11-15 08:16:47|B|60.3562|139.8921|8443.36|31.6695|168.8672|8240.09|754155411764|Adam|Guerra|Saint Kitts and Nevis|LIMIT|API|2026-01-19 13:07:54.050437|2026-01-19 13:07:54.050438
ETF|AMZN|NASDAQ|Cayman Islands|JPY|2024-02-02|2024-02-02 07:23:30|B|205.8754|551.1778|113473.95|239.8344|2269.479|110911.91|208684358360|John|Kane|Bolivia|LIMIT|WEB|2026-01-19 13:07:54.050580|2026-01-19 13:07:54.050580
STOCK|BABA|JPX|Nauru|JPY|2023-10-20|2023-10-20 05:27:17|B|38.6421|1185.3891|45805.92|199.913|916.1184|44648.92|570721391825|Gail|Roberson|Bolivia|MARKET_PRICE|API|2026-01-19 13:07:54.050721|2026-01-19 13:07:54.050722
ETF|META|JPX|France|GBP|2024-05-08|2024-05-08 01:52:52|S|76.6799|1254.2399|96174.99|217.0223|1923.4998|93961.79|660151132672|Scott|Thomas|Gabon|LIMIT|API|2026-01-19 13:07:54.050862|2026-01-19 13:07:54.050863
STOCK|TSLA|JPX|Honduras|GBP|2024-06-17|2024-06-17 15:15:49|B|432.3892|350.1378|151395.8|315.4762|3027.916|147995.65|892805170332|Leonard|Gonzales|Mauritius|STOP_LOSS|MOBILE|2026-01-19 13:07:54.051003|2026-01-19 13:07:54.051004
ETF|NFLX|JPX|Dominican Republic|JPY|2024-08-13|2024-08-13 02:27:56|S|441.3725|151.1101|66695.84|110.2599|1333.9168|65239.16|961343380657|Thomas|Webb|Seychelles|STOP_LIMIT|API|2026-01-19 13:07:54.051178|2026-01-19 13:07:54.051178
STOCK|TSLA|NYSE|Finland|JPY|2023-04-07|2023-04-07 14:38:54|S|344.8735|1400.1153|482862.66|1490.3706|9657.2532|471637.39|906271148170|James|Harper|Belarus|STOP_LOSS|BROKER|2026-01-19 13:07:54.051325|2026-01-19 13:07:54.051325
ETF|MSFT|XETRA|Gibraltar|GBP|2024-12-05|2024-12-05 04:59:38|B|380.0912|383.5191|145772.23|235.122|2915.4446|142519.36|293797068926|James|Sparks|Switzerland|EACH_PRICE|BROKER|2026-01-19 13:07:54.051467|2026-01-19 13:07:54.051468
ETF|TSLA|JPX|North Macedonia|JPY|2024-07-24|2024-07-24 20:26:34|B|56.7277|492.3899|27932.15|41.9953|558.643|27311.08|227881708650|Sean|Grimes|British Virgin Islands|EACH_PRICE|BROKER|2026-01-19 13:07:54.051608|2026-01-19 13:07:54.051609
STOCK|BABA|JPX|Namibia|JPY|2024-08-20|2024-08-20 15:42:41|S|241.9824|1152.2284|278818.99|652.3624|5576.3798|272443.14|522618660158|Elizabeth|Robinson|Equatorial Guinea|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.051750|2026-01-19 13:07:54.051751
STOCK|AMZN|JPX|Djibouti|EUR|2024-10-09|2024-10-09 22:51:57|B|117.4672|338.63|39777.92|106.7088|795.5584|38871.24|424648221295|Rachel|Porter|Tanzania|MARKET_PRICE|WEB|2026-01-19 13:07:54.051891|2026-01-19 13:07:54.051892
ETF|TSLA|NASDAQ|South Africa|JPY|2024-07-31|2024-07-31 09:52:19|S|208.0449|970.0669|201817.47|660.219|4036.3494|197069.13|794816828424|Catherine|York|Holy See (Vatican City State)|MARKET_PRICE|API|2026-01-19 13:07:54.052035|2026-01-19 13:07:54.052036
ETF|NFLX|NASDAQ|Dominican Republic|JPY|2024-12-20|2024-12-20 01:32:31|B|20.0683|1453.5414|29170.1|117.4444|583.402|28441.97|215906220466|Matthew|Bartlett|Tokelau|STOP_LIMIT|BROKER|2026-01-19 13:07:54.052177|2026-01-19 13:07:54.052178
ETF|AMZN|NYSE|Netherlands Antilles|JPY|2024-08-09|2024-08-09 09:32:13|B|1.0574|491.3128|519.51|0.6548|10.3902|508.02|470463169570|Daniel|Wells|Taiwan|EACH_PRICE|MOBILE|2026-01-19 13:07:54.052321|2026-01-19 13:07:54.052322
STOCK|AAPL|XETRA|Cyprus|EUR|2023-09-02|2023-09-02 22:58:05|S|200.7888|1031.1792|207049.23|221.0725|4140.9846|202605.38|632128923849|Lisa|Hickman|Palestinian Territory|STOP_LOSS|MOBILE|2026-01-19 13:07:54.052472|2026-01-19 13:07:54.052473
STOCK|TSLA|JPX|Cameroon|EUR|2024-03-16|2024-03-16 08:55:49|S|39.4886|683.7801|27001.52|118.2601|540.0304|26321.25|575505553097|Pamela|Tran|Slovenia|MARKET_PRICE|WEB|2026-01-19 13:07:54.052613|2026-01-19 13:07:54.052614
STOCK|AMZN|LSE|Mozambique|EUR|2024-07-11|2024-07-11 22:30:36|S|211.1898|581.4348|122793.1|279.6436|2455.862|119969.48|714751337515|John|Rogers|Bolivia|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.052755|2026-01-19 13:07:54.052756
STOCK|NVDA|NYSE|Saint Barthelemy|EUR|2023-05-30|2023-05-30 05:32:46|B|483.4204|990.2897|478726.24|1579.6604|9574.5248|467211.0|140206057909|April|Nash|Philippines|LIMIT|WEB|2026-01-19 13:07:54.052903|2026-01-19 13:07:54.052904
ETF|AAPL|XETRA|Syrian Arab Republic|USD|2023-08-30|2023-08-30 01:31:50|B|25.236|335.4385|8465.13|26.2014|169.3026|8265.19|792199762515|Toni|Wagner|Liberia|STOP_LIMIT|BROKER|2026-01-19 13:07:54.053047|2026-01-19 13:07:54.053047
STOCK|TSLA|NASDAQ|Bahrain|GBP|2023-12-27|2023-12-27 07:54:51|B|117.6662|172.7835|20330.78|32.1628|406.6156|19878.87|515188963490|Robert|Rodriguez|Cambodia|STOP_LOSS|BROKER|2026-01-19 13:07:54.053188|2026-01-19 13:07:54.053189
STOCK|TSLA|LSE|Venezuela|GBP|2024-07-30|2024-07-30 17:44:35|S|369.4557|996.2737|368079.0|463.5113|7361.58|360026.66|829109650383|Matthew|Mayer|Guam|LIMIT|WEB|2026-01-19 13:07:54.053330|2026-01-19 13:07:54.053331
ETF|META|XETRA|Norway|EUR|2023-01-10|2023-01-10 07:21:27|S|347.4818|908.4684|315676.23|168.2079|6313.5246|308918.32|923814860193|Dakota|Dickerson|Canada|STOP_LIMIT|BROKER|2026-01-19 13:07:54.053475|2026-01-19 13:07:54.053476
STOCK|BABA|NYSE|Saint Helena|GBP|2023-05-29|2023-05-29 10:28:38|B|130.0391|559.8242|72799.04|111.4757|1455.9808|71207.95|867757627193|Tyler|Clayton|Afghanistan|MARKET_PRICE|BROKER|2026-01-19 13:07:54.053617|2026-01-19 13:07:54.053618
STOCK|NFLX|NYSE|Burundi|USD|2023-09-24|2023-09-24 17:22:29|S|485.0938|993.0477|481721.28|1026.7522|9634.4256|470827.55|617374132664|Allen|Stevens|Norway|EACH_PRICE|BROKER|2026-01-19 13:07:54.053758|2026-01-19 13:07:54.053759
ETF|GOOGL|XETRA|Trinidad and Tobago|GBP|2023-10-03|2023-10-03 11:15:01|B|274.579|1174.6846|322543.72|1005.3333|6450.8744|314819.05|954664303594|Lauren|Sanders|Algeria|STOP_LOSS|BROKER|2026-01-19 13:07:54.053940|2026-01-19 13:07:54.053941
ETF|AAPL|NASDAQ|Somalia|GBP|2024-05-10|2024-05-10 20:51:02|B|216.9202|1313.215|284862.86|1406.5149|5697.2572|277623.14|470642994954|Michael|Smith|Afghanistan|EACH_PRICE|API|2026-01-19 13:07:54.054087|2026-01-19 13:07:54.054088
ETF|NVDA|NYSE|China|GBP|2023-11-10|2023-11-10 09:43:58|S|132.4718|634.997|84119.2|415.6088|1682.384|81995.83|443206366158|Timothy|Mitchell|Liechtenstein|STOP_LOSS|BROKER|2026-01-19 13:07:54.054238|2026-01-19 13:07:54.054239
STOCK|BABA|NYSE|Kuwait|GBP|2023-05-11|2023-05-11 01:40:43|B|346.6946|1496.6505|518880.65|2238.1141|10377.613|505955.17|675238570625|Donald|Davis|Poland|STOP_LIMIT|MOBILE|2026-01-19 13:07:54.054386|2026-01-19 13:07:54.054387
ETF|GOOGL|LSE|Honduras|USD|2024-11-02|2024-11-02 19:09:12|B|122.56|1421.338|174199.19|277.0232|3483.9838|170333.52|550021667124|Tiffany|Garcia|China|STOP_LOSS|MOBILE|2026-01-19 13:07:54.054590|2026-01-19 13:07:54.054591
STOCK|AAPL|XETRA|Micronesia|USD|2023-04-05|2023-04-05 02:58:46|B|207.5309|279.8498|58077.48|99.8042|1161.5496|56801.77|957650782896|Nicholas|Lee|Paraguay|LIMIT|BROKER|2026-01-19 13:07:54.054853|2026-01-19 13:07:54.054854
ETF|TSLA|JPX|Canada|GBP|2024-08-17|2024-08-17 12:38:23|S|231.83|639.4089|148234.17|494.98|2964.6834|144681.79|307824442356|Jason|Pruitt|United States Virgin Islands|LIMIT|WEB|2026-01-19 13:07:54.055006|2026-01-19 13:07:54.055006
ETF|TSLA|XETRA|Spain|GBP|2023-04-22|2023-04-22 01:14:27|B|326.9196|1353.9712|442639.72|968.9167|8852.7944|432380.38|141951385357|Regina|Rodriguez|Kenya|EACH_PRICE|API|2026-01-19 13:07:54.055204|2026-01-19 13:07:54.055204
STOCK|NVDA|XETRA|Falkland Islands (Malvinas)|JPY|2023-01-04|2023-01-04 05:15:50|S|375.4371|163.8041|61498.14|138.988|1229.9628|60103.28|530758419009|Kelly|Coleman|United States of America|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.055386|2026-01-19 13:07:54.055387
STOCK|META|NYSE|Poland|JPY|2023-06-06|2023-06-06 17:38:30|S|81.7297|1491.5382|121902.97|107.9314|2438.0594|119328.17|498189977009|Philip|Oneill|Cayman Islands|EACH_PRICE|MOBILE|2026-01-19 13:07:54.055657|2026-01-19 13:07:54.055659
STOCK|NFLX|JPX|Turkmenistan|GBP|2023-03-02|2023-03-02 13:08:48|B|68.8653|141.9206|9773.4|23.7127|195.468|9547.38|933953737256|Chad|Patterson|Indonesia|STOP_LOSS|MOBILE|2026-01-19 13:07:54.055896|2026-01-19 13:07:54.055897
ETF|META|NASDAQ|Congo|GBP|2024-01-02|2024-01-02 21:46:27|B|494.0204|1421.5743|702286.7|1273.1369|14045.734|686673.92|488973765855|Brandon|Morgan|Montenegro|LIMIT|WEB|2026-01-19 13:07:54.056074|2026-01-19 13:07:54.056074
STOCK|BABA|NYSE|Guatemala|JPY|2024-03-02|2024-03-02 15:56:24|S|57.9812|744.1863|43148.81|105.0344|862.9762|42147.7|523217675730|Joseph|Walker|Ukraine|EACH_PRICE|API|2026-01-19 13:07:54.056267|2026-01-19 13:07:54.056268
ETF|META|NYSE|French Southern Territories|JPY|2024-02-22|2024-02-22 20:40:18|B|131.501|1172.2304|154149.47|543.3194|3082.9894|150370.26|973901610322|Bruce|Garrett|Oman|STOP_LOSS|BROKER|2026-01-19 13:07:54.056465|2026-01-19 13:07:54.056466
STOCK|TSLA|JPX|Congo|JPY|2024-12-02|2024-12-02 01:16:32|B|26.1786|1243.2106|32545.51|160.3024|650.9102|31720.8|955832156011|Jonathan|Campbell|Armenia|LIMIT|API|2026-01-19 13:07:54.056642|2026-01-19 13:07:54.056643
ETF|NFLX|XETRA|Russian Federation|GBP|2024-03-31|2024-03-31 08:50:04|S|47.6917|1384.4065|66024.7|156.5969|1320.494|64486.16|980694573200|Amanda|Oconnor|China|EACH_PRICE|WEB|2026-01-19 13:07:54.056785|2026-01-19 13:07:54.056786
STOCK|AMZN|NYSE|Christmas Island|JPY|2023-12-05|2023-12-05 07:38:38|B|437.0136|119.6658|52295.58|61.6254|1045.9116|51136.7|539340237230|Jeremy|Mcdonald|Greenland|STOP_LOSS|BROKER|2026-01-19 13:07:54.056927|2026-01-19 13:07:54.056927
ETF|NVDA|NASDAQ|Guernsey|JPY|2023-02-07|2023-02-07 12:24:38|S|331.4334|513.4368|170170.1|191.448|3403.402|166522.51|294196822606|Andrea|Sexton|Denmark|EACH_PRICE|BROKER|2026-01-19 13:07:54.057072|2026-01-19 13:07:54.057072
ETF|MSFT|NYSE|Brunei Darussalam|GBP|2023-07-05|2023-07-05 15:16:17|B|380.8825|758.8552|289034.67|363.8055|5780.6934|282760.67|884791761894|Lisa|Lewis|Sri Lanka|EACH_PRICE|MOBILE|2026-01-19 13:07:54.057212|2026-01-19 13:07:54.057213
ETF|AMZN|XETRA|Latvia|GBP|2024-12-12|2024-12-12 16:45:43|B|296.8969|1194.7024|354703.44|646.0316|7094.0688|346723.86|664539185061|Rebecca|Guzman|Rwanda|LIMIT|API|2026-01-19 13:07:54.057354|2026-01-19 13:07:54.057354
STOCK|BABA|XETRA|New Caledonia|GBP|2024-12-13|2024-12-13 14:36:50|S|25.2865|1143.9969|28927.68|141.88|578.5536|28189.8|196120957477|Cody|Ferguson|Haiti|STOP_LOSS|API|2026-01-19 13:07:54.057495|2026-01-19 13:07:54.057496
STOCK|BABA|LSE|Bahamas|USD|2024-02-12|2024-02-12 13:20:53|B|60.163|189.3199|11390.05|26.1769|227.801|11131.25|478040951070|Scott|Lawrence|Puerto Rico|LIMIT|BROKER|2026-01-19 13:07:54.057637|2026-01-19 13:07:54.057638
STOCK|GOOGL|NYSE|French Southern Territories|JPY|2024-04-04|2024-04-04 01:06:47|S|244.2839|146.39|35760.72|80.3255|715.2144|34951.91|671880807913|Darren|Smith|Hungary|MARKET_PRICE|BROKER|2026-01-19 13:07:54.057780|2026-01-19 13:07:54.057780
ETF|BABA|JPX|Lesotho|GBP|2023-02-16|2023-02-16 02:10:06|S|60.9176|776.8624|47324.59|217.9762|946.4918|46152.85|310891316950|Ronnie|Carlson|Netherlands Antilles|STOP_LIMIT|API|2026-01-19 13:07:54.057921|2026-01-19 13:07:54.057922
STOCK|BABA|LSE|Mexico|GBP|2023-04-03|2023-04-03 19:12:02|S|14.3341|1460.9784|20941.81|14.4264|418.8362|20504.15|230231057497|Michael|Bell|United States Minor Outlying Islands|STOP_LIMIT|WEB|2026-01-19 13:07:54.058062|2026-01-19 13:07:54.058063
STOCK|AMZN|NASDAQ|Madagascar|JPY|2024-05-07|2024-05-07 03:36:51|B|37.5118|785.0816|29449.82|70.3213|588.9964|28768.41|996114998370|Scott|Mills|Mongolia|LIMIT|API|2026-01-19 13:07:54.058208|2026-01-19 13:07:54.058209
STOCK|AAPL|NASDAQ|Honduras|JPY|2024-06-04|2024-06-04 16:45:01|S|6.6361|820.0013|5441.61|13.3118|108.8322|5315.83|717461049389|Justin|Bailey|Togo|LIMIT|MOBILE|2026-01-19 13:07:54.058349|2026-01-19 13:07:54.058350
STOCK|GOOGL|JPX|Turkey|EUR|2023-08-04|2023-08-04 08:55:33|B|331.1694|1306.9268|432814.16|1341.7648|8656.2832|422747.31|391533959506|Denise|Johnson|Jamaica|LIMIT|MOBILE|2026-01-19 13:07:54.058489|2026-01-19 13:07:54.058490
ETF|NFLX|XETRA|Cyprus|JPY|2023-08-06|2023-08-06 23:11:46|S|289.6339|518.0677|150049.97|227.0839|3000.9994|146764.01|962096220237|Brittany|Richardson|Indonesia|STOP_LOSS|MOBILE|2026-01-19 13:07:54.058632|2026-01-19 13:07:54.058633
ETF|META|JPX|Switzerland|EUR|2023-10-20|2023-10-20 18:12:27|S|31.0849|592.2064|18408.68|79.5138|368.1736|17958.92|109901605798|Stephen|Anderson|Iceland|STOP_LOSS|MOBILE|2026-01-19 13:07:54.058772|2026-01-19 13:07:54.058773
ETF|AMZN|LSE|Bahamas|USD|2024-11-25|2024-11-25 17:59:51|S|129.5935|482.6409|62547.12|233.5163|1250.9424|61037.36|758074923244|Barbara|Monroe|Timor-Leste|LIMIT|API|2026-01-19 13:07:54.058912|2026-01-19 13:07:54.058913
STOCK|GOOGL|JPX|Bangladesh|JPY|2024-09-16|2024-09-16 08:55:01|B|265.1138|447.4807|118633.31|479.2065|2372.6662|115748.63|113164153403|Olivia|Berry|Czech Republic|STOP_LIMIT|BROKER|2026-01-19 13:07:54.059053|2026-01-19 13:07:54.059054
ETF|AAPL|LSE|Switzerland|GBP|2024-03-19|2024-03-19 11:40:58|S|431.7575|1356.192|585546.07|2046.2242|11710.9214|571440.77|430751421427|Andrew|Gaines|Bolivia|MARKET_PRICE|API|2026-01-19 13:07:54.059286|2026-01-19 13:07:54.059287
STOCK|AAPL|NYSE|Brunei Darussalam|EUR|2024-09-21|2024-09-21 16:10:24|B|54.5559|327.2645|17854.21|16.088|357.0842|17464.07|843024415834|Karen|Miranda|Azerbaijan|LIMIT|MOBILE|2026-01-19 13:07:54.059434|2026-01-19 13:07:54.059434
ETF|META|NYSE|Bolivia|EUR|2023-10-07|2023-10-07 06:15:18|S|127.5237|72.1228|9197.37|39.2728|183.9474|8965.44|504248480765|Ashley|Salazar|Cambodia|STOP_LOSS|MOBILE|2026-01-19 13:07:54.059575|2026-01-19 13:07:54.059576
ETF|AMZN|JPX|Thailand|GBP|2024-09-02|2024-09-02 19:56:06|B|243.9854|702.9957|171520.69|652.8666|3430.4138|167368.08|888898968479|Natalie|Kelly|Georgia|MARKET_PRICE|API|2026-01-19 13:07:54.059716|2026-01-19 13:07:54.059717
STOCK|TSLA|LSE|Uzbekistan|EUR|2024-08-26|2024-08-26 17:25:42|S|7.4018|294.0815|2176.73|7.8798|43.5346|2123.85|832995020686|Robert|Thompson|Norfolk Island|EACH_PRICE|WEB|2026-01-19 13:07:54.059856|2026-01-19 13:07:54.059857
STOCK|MSFT|NYSE|Nicaragua|JPY|2023-04-16|2023-04-16 12:37:20|B|325.9427|550.4375|179411.08|110.2463|3588.2216|175687.45|134406422375|Michael|Lynch|Kazakhstan|STOP_LIMIT|WEB|2026-01-19 13:07:54.059997|2026-01-19 13:07:54.059998
STOCK|NFLX|JPX|Hungary|GBP|2024-09-17|2024-09-17 07:55:57|S|126.6315|1036.3929|131239.99|369.6825|2624.7998|128160.19|578915279743|Cory|Anderson|Saint Kitts and Nevis|MARKET_PRICE|API|2026-01-19 13:07:54.060141|2026-01-19 13:07:54.060142
ETF|TSLA|LSE|United Arab Emirates|EUR|2024-07-19|2024-07-19 13:14:09|S|220.2662|388.9849|85680.23|423.4398|1713.6046|83494.25|318335039604|Cindy|Peterson|Madagascar|MARKET_PRICE|BROKER|2026-01-19 13:07:54.060282|2026-01-19 13:07:54.060283
ETF|AAPL|JPX|Belarus|EUR|2024-07-20|2024-07-20 17:34:27|S|246.4634|915.9742|225754.12|889.2427|4515.0824|220279.72|757674633290|Chris|Cook|Mauritania|STOP_LOSS|WEB|2026-01-19 13:07:54.060424|2026-01-19 13:07:54.060424
ETF|GOOGL|JPX|Mongolia|JPY|2023-07-13|2023-07-13 18:38:03|S|435.5768|321.0764|139853.43|411.6825|2797.0686|136609.24|767146560922|James|Jones|Antarctica (the territory South of 60 deg S)|MARKET_PRICE|BROKER|2026-01-19 13:07:54.060566|2026-01-19 13:07:54.060566
STOCK|AMZN|NASDAQ|Poland|USD|2023-10-24|2023-10-24 12:28:37|B|163.4344|520.0007|84986.0|352.0687|1699.72|82911.74|284432524562|John|Barton|Puerto Rico|LIMIT|WEB|2026-01-19 13:07:54.060707|2026-01-19 13:07:54.060708
ETF|META|XETRA|Iran|EUR|2024-11-03|2024-11-03 08:16:41|B|470.862|905.5916|426408.67|887.1254|8528.1734|416613.78|612180430855|Ashley|Turner|Guinea|LIMIT|BROKER|2026-01-19 13:07:54.060854|2026-01-19 13:07:54.060855
ETF|NFLX|JPX|Philippines|JPY|2023-05-14|2023-05-14 08:08:02|B|168.6656|1419.1322|239358.78|1151.7363|4787.1756|233281.54|378304473948|Adam|Kelley|Paraguay|LIMIT|WEB|2026-01-19 13:07:54.061003|2026-01-19 13:07:54.061004
STOCK|AMZN|XETRA|Dominican Republic|EUR|2024-04-21|2024-04-21 01:14:14|B|315.9181|395.8445|125054.44|421.2713|2501.0888|122081.67|705775800427|Scott|Conner|Singapore|MARKET_PRICE|WEB|2026-01-19 13:07:54.061164|2026-01-19 13:07:54.061165
STOCK|META|NASDAQ|Svalbard & Jan Mayen Islands|GBP|2024-09-12|2024-09-12 16:40:15|B|168.2655|128.2135|21573.91|71.1576|431.4782|21057.82|398977281359|Brooke|Norton|Namibia|EACH_PRICE|WEB|2026-01-19 13:07:54.061318|2026-01-19 13:07:54.061319
ETF|AAPL|XETRA|Serbia|EUR|2024-08-04|2024-08-04 01:55:50|S|376.2262|179.0487|67362.81|175.2278|1347.2562|65812.81|286245123353|Elizabeth|Davis|Saint Kitts and Nevis|STOP_LOSS|MOBILE|2026-01-19 13:07:54.061461|2026-01-19 13:07:54.061462
ETF|META|NYSE|Sudan|GBP|2024-12-27|2024-12-27 09:27:30|S|336.703|246.6234|83038.84|150.285|1660.7768|81212.63|139552490167|Sarah|Jackson|San Marino|EACH_PRICE|BROKER|2026-01-19 13:07:54.061603|2026-01-19 13:07:54.061604
STOCK|MSFT|JPX|Samoa|EUR|2024-11-25|2024-11-25 01:39:06|B|463.5214|299.974|139044.37|686.1581|2780.8874|135511.8|296260683217|Tracy|Holmes|Niger|STOP_LOSS|BROKER|2026-01-19 13:07:54.061746|2026-01-19 13:07:54.061747
STOCK|AAPL|LSE|Monaco|USD|2024-03-18|2024-03-18 06:22:55|B|95.9416|894.6299|85832.22|393.4066|1716.6444|83643.35|115405171486|Brandon|King|Uruguay|STOP_LOSS|WEB|2026-01-19 13:07:54.061888|2026-01-19 13:07:54.061888
ETF|MSFT|NYSE|Samoa|EUR|2023-05-23|2023-05-23 05:40:10|B|480.9053|1463.513|703811.16|604.2016|14076.2232|688580.74|136788637293|Nicole|Powell|Saint Martin|STOP_LOSS|MOBILE|2026-01-19 13:07:54.062028|2026-01-19 13:07:54.062029
STOCK|NVDA|JPX|South Africa|GBP|2024-02-28|2024-02-28 08:51:39|B|470.7862|992.5097|467259.87|812.0884|9345.1974|457035.29|711925694036|Joe|Hamilton|French Southern Territories|EACH_PRICE|MOBILE|2026-01-19 13:07:54.062169|2026-01-19 13:07:54.062170
ETF|MSFT|NYSE|Sri Lanka|JPY|2023-05-09|2023-05-09 12:01:02|S|398.5228|313.2825|124850.22|294.2843|2497.0044|121944.57|821779720466|Michael|Burke|Mali|STOP_LOSS|API|2026-01-19 13:07:54.062313|2026-01-19 13:07:54.062314
STOCK|AAPL|XETRA|Dominica|GBP|2024-09-28|2024-09-28 09:04:01|B|54.5924|87.0757|4753.67|7.1901|95.0734|4647.45|669244792266|Carrie|Jordan|Iran|STOP_LOSS|BROKER|2026-01-19 13:07:54.062456|2026-01-19 13:07:54.062457
STOCK|GOOGL|NASDAQ|Samoa|EUR|2024-01-25|2024-01-25 05:55:47|B|429.5103|827.8126|355554.04|1093.7723|7111.0808|347192.92|833276991499|Richard|Foster|Cook Islands|MARKET_PRICE|API|2026-01-19 13:07:54.062599|2026-01-19 13:07:54.062599
STOCK|BABA|JPX|British Virgin Islands|JPY|2024-12-05|2024-12-05 13:40:21|B|99.7848|109.8748|10963.83|52.7176|219.2766|10684.0|262449369646|Maria|Williams|Sao Tome and Principe|STOP_LIMIT|BROKER|2026-01-19 13:07:54.062740|2026-01-19 13:07:54.062740
STOCK|GOOGL|NYSE|Martinique|USD|2024-01-13|2024-01-13 09:07:31|B|125.7704|101.6597|12785.78|31.1016|255.7156|12494.47|126244933723|Kelsey|Whitehead|Rwanda|LIMIT|API|2026-01-19 13:07:54.062909|2026-01-19 13:07:54.062909
STOCK|NVDA|NYSE|Qatar|USD|2024-08-03|2024-08-03 13:15:29|S|379.9514|1119.1046|425205.36|624.2184|8504.1072|415690.7|198001229458|Laura|Anderson|Guinea|STOP_LIMIT|API|2026-01-19 13:07:54.063051|2026-01-19 13:07:54.063052
ETF|BABA|JPX|Lithuania|USD|2024-02-21|2024-02-21 08:08:03|S|52.9342|1037.3406|54910.79|107.9033|1098.2158|53665.19|875264461378|Jacqueline|Gilbert|Bolivia|EACH_PRICE|WEB|2026-01-19 13:07:54.063241|2026-01-19 13:07:54.063242
ETF|AMZN|XETRA|Guyana|USD|2023-05-31|2023-05-31 22:15:32|B|434.7844|889.1335|386581.38|813.7841|7731.6276|377747.94|381074061378|Garrett|Murphy|Niger|EACH_PRICE|MOBILE|2026-01-19 13:07:54.063386|2026-01-19 13:07:54.063386
ETF|META|NYSE|Dominica|GBP|2023-01-03|2023-01-03 20:22:50|B|105.1954|470.2227|49465.27|133.3113|989.3054|48324.74|359748355654|Chad|Jones|Falkland Islands (Malvinas)|MARKET_PRICE|BROKER|2026-01-19 13:07:54.063531|2026-01-19 13:07:54.063531
STOCK|META|NASDAQ|Guam|JPY|2024-11-21|2024-11-21 06:56:03|B|205.5319|56.9103|11696.88|20.5142|233.9376|11436.95|763878312895|Robert|Park|Rwanda|MARKET_PRICE|MOBILE|2026-01-19 13:07:54.063674|2026-01-19 13:07:54.063674
STOCK|NFLX|JPX|Seychelles|GBP|2024-09-12|2024-09-12 03:02:19|S|10.4858|647.1978|6786.39|5.839|135.7278|6641.37|977818829086|Laura|Farrell|Guernsey|LIMIT|WEB|2026-01-19 13:07:54.063815|2026-01-19 13:07:54.063816
ETF|MSFT|NASDAQ|San Marino|GBP|2023-03-25|2023-03-25 04:43:45|S|406.8707|257.1021|104607.31|271.3217|2092.1462|102152.93|816553274770|Erik|Hawkins|South Georgia and the South Sandwich Islands|STOP_LIMIT|API|2026-01-19 13:07:54.063963|2026-01-19 13:07:54.063964
STOCK|NVDA|NYSE|Iceland|JPY|2024-09-28|2024-09-28 05:32:49|B|57.0335|1231.315|70226.2|112.0112|1404.524|68661.04|375622828534|Andrew|Mitchell|Guinea-Bissau|STOP_LIMIT|BROKER|2026-01-19 13:07:54.064106|2026-01-19 13:07:54.064106
ETF|BABA|LSE|Tajikistan|EUR|2023-05-02|2023-05-02 09:05:37|B|47.543|250.3886|11904.23|42.089|238.0846|11615.57|585231550668|Hector|Marshall|French Polynesia|STOP_LIMIT|WEB|2026-01-19 13:07:54.064247|2026-01-19 13:07:54.064248
STOCK|MSFT|JPX|Christmas Island|USD|2024-12-16|2024-12-16 19:44:50|S|222.5723|990.7901|220522.43|1053.9756|4410.4486|214878.5|265441573145|Robert|Stafford|Ecuador|EACH_PRICE|MOBILE|2026-01-19 13:07:54.064388|2026-01-19 13:07:54.064389
ETF|BABA|LSE|Turkey|EUR|2024-06-03|2024-06-03 22:50:51|S|291.8217|534.8699|156086.64|86.2518|3121.7328|152839.98|987553673665|Justin|Mitchell|Congo|STOP_LIMIT|WEB|2026-01-19 13:07:54.064529|2026-01-19 13:07:54.064530
STOCK|MSFT|XETRA|Falkland Islands (Malvinas)|USD|2023-08-23|2023-08-23 03:52:19|S|79.261|1039.3805|82382.34|341.0965|1647.6468|80342.15|286798817952|Steven|Schultz|Bouvet Island (Bouvetoya)|LIMIT|API|2026-01-19 13:07:54.064675|2026-01-19 13:07:54.064675
ETF|BABA|NYSE|United Kingdom|JPY|2023-07-07|2023-07-07 16:54:25|B|141.2647|1246.9266|176146.71|603.0715|3522.9342|171891.34|107514657760|Vanessa|Sanders|Turkmenistan|LIMIT|MOBILE|2026-01-19 13:07:54.064816|2026-01-19 13:07:54.064816
